E:\Unityprojects\IMG\center_2020_02_25_14_55_34_884.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_34_884.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_34_884.jpg, 0, 1, 0, 30.19028
E:\Unityprojects\IMG\center_2020_02_25_14_55_34_993.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_34_993.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_34_993.jpg, 0, 1, 0, 30.19017
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_099.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_099.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_099.jpg, 0, 1, 0, 30.19029
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_207.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_207.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_207.jpg, 0, 1, 0, 30.1903
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_308.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_308.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_308.jpg, 0, 1, 0, 30.19032
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_421.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_421.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_421.jpg, 0, 1, 0, 30.19029
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_533.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_533.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_533.jpg, -0.1095909, 1, 0, 30.18697
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_642.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_642.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_642.jpg, 0, 1, 0, 30.19024
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_744.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_744.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_744.jpg, 0, 1, 0, 30.1903
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_853.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_853.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_853.jpg, 0, 1, 0, 30.19019
E:\Unityprojects\IMG\center_2020_02_25_14_55_35_955.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_35_955.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_35_955.jpg, -0.194055, 1, 0, 30.18053
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_067.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_067.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_067.jpg, 0, 1, 0, 30.19016
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_171.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_171.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_171.jpg, 0, 1, 0, 30.19027
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_281.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_281.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_281.jpg, -0.1392564, 1, 0, 30.1871
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_383.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_383.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_383.jpg, 0, 1, 0, 30.19012
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_485.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_485.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_485.jpg, -0.1530048, 1, 0, 30.18481
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_597.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_597.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_597.jpg, 0, 1, 0, 30.19022
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_708.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_708.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_708.jpg, 0, 1, 0, 30.19028
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_819.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_819.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_819.jpg, -0.1135932, 1, 0, 30.18692
E:\Unityprojects\IMG\center_2020_02_25_14_55_36_924.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_36_924.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_36_924.jpg, 0, 1, 0, 30.19028
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_035.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_035.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_035.jpg, 0, 1, 0, 30.1903
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_148.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_148.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_148.jpg, -0.1486848, 1, 0, 30.18355
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_257.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_257.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_257.jpg, 0, 1, 0, 30.19016
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_368.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_368.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_368.jpg, -0.2530338, 1, 0, 30.17658
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_471.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_471.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_471.jpg, 0, 1, 0, 30.18915
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_575.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_575.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_575.jpg, 0, 1, 0, 30.1901
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_686.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_686.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_686.jpg, 0, 1, 0, 30.19029
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_789.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_789.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_789.jpg, 0, 1, 0, 30.19031
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_890.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_890.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_890.jpg, 0.1167672, 1, 0, 30.18511
E:\Unityprojects\IMG\center_2020_02_25_14_55_37_993.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_37_993.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_37_993.jpg, 0, 1, 0, 30.19023
E:\Unityprojects\IMG\center_2020_02_25_14_55_38_099.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_38_099.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_38_099.jpg, 0, 1, 0, 30.19027
E:\Unityprojects\IMG\center_2020_02_25_14_55_38_208.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_38_208.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_38_208.jpg, 0, 1, 0, 30.19029
E:\Unityprojects\IMG\center_2020_02_25_14_55_38_319.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_38_319.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_38_319.jpg, 0, 1, 0, 30.19031
E:\Unityprojects\IMG\center_2020_02_25_14_55_38_421.jpg, E:\Unityprojects\IMG\left_2020_02_25_14_55_38_421.jpg, E:\Unityprojects\IMG\right_2020_02_25_14_55_38_421.jpg, 0, 1, 0, 30.1903
